ID,cfg-config_id,cfg-tp_size,cfg-pp_size,cfg-max_running_requests,cfg-max_total_tokens,cfg-chunked_prefill_size,cfg-gpu_memory_utilization,cfg-attention_backend,cfg-context_length,cfg-enable_torch_compile,cfg-enable_p2p_check,cfg-disable_radix_cache,cfg-ai-temperature,cfg-ai-top_k,cfg-ai-top_p,cfg-ai-repetition_penalty,cfg-ai-frequency_penalty,cost-duration,cost-total_input_tokens,cost-total_output_tokens,cost-total_output_tokens_retokenized,cost-concurrency,obj-completed+,obj-request_throughput+,obj-input_throughput+,obj-output_throughput+,obj-mean_e2e_latency_ms-,obj-median_e2e_latency_ms-,obj-std_e2e_latency_ms-,obj-p99_e2e_latency_ms-,obj-mean_ttft_ms-,obj-median_ttft_ms-,obj-std_ttft_ms-,obj-p99_ttft_ms-,obj-mean_tpot_ms-,obj-median_tpot_ms-,obj-std_tpot_ms-,obj-p99_tpot_ms-,obj-mean_itl_ms-,obj-median_itl_ms-,obj-std_itl_ms-,obj-p95_itl_ms-,obj-p99_itl_ms-,hw-file,log-file
51,179,1,1,512,10240,16384,0.9,torch_native,5120,False,True,False,0.0,51,0.5,1.6,1.6,124.01842028507963,154032,32768,32768,15.09852126717102,128,1.0321047446481577,1242.0090470909768,264.2188146299284,14628.865282775223,14742.53925960511,2645.051200184588,22401.29116046708,7278.257343205041,7554.619456874207,2337.2062023469434,13182.348315501586,28.825913488510515,28.1297054351764,4.850786880923416,57.5297633053954,28.82589900106598,26.715968968346715,72.32150716600592,32.330157910473645,58.0170354479924,,log_file/log-51.txt
52,183,1,1,960,16384,12288,0.8,torch_native,7168,,,,,,,,,111.70545009197667,154032,32768,32768,15.202744565541327,128,1.145870679493316,1378.912128935269,293.3428939502889,13267.41737755583,11274.717566091567,3613.0502432445937,18449.272889317945,4266.490322414029,2248.940121848136,3587.0203772126215,9398.248997894116,35.29775315741883,35.72590857397254,2.145601264048304,36.73561783259113,35.29773975300771,32.55974315106869,21.1597478196156,40.62590340618044,91.45760916173458,,log_file/log-52.txt
53,186,1,1,448,8192,10240,0.7,,7168,,,,,,,,,87.80261441506445,154032,32768,32768,14.818634478097684,128,1.45781536065558,1754.2985596289084,373.20073232782846,10164.959759673366,10156.328173121437,2101.3376471734,13555.70107810665,7153.702968709695,7184.352626558393,2185.2187684347546,10583.770186970942,11.808850160641846,11.654724962278907,0.48176329961009245,13.34014664802189,11.80883534032938,11.62679330445826,4.897768255742779,11.874847649596632,12.28456859011203,,log_file/log-53.txt
54,187,1,1,256,28672,13312,0.85,torch_native,5120,,,,,,,,,93.09195545315742,154032,32768,32768,15.55952149542336,128,1.3749845448719553,1654.6220266852893,351.99604348722056,11316.14282753435,11362.31577466242,322.38051658974604,11748.688754132017,151.68004152656067,137.43715663440526,52.06167173559609,363.6125844018535,43.78220700395212,43.96187929600916,1.2565126906039161,45.54256398464535,43.78219559961615,42.05992445349693,10.798197116887602,55.306104477494955,87.69430225715041,,log_file/log-54.txt
55,189,1,1,512,8192,15360,,,5120,,,,,,,,,68.9153554001823,154032,32768,32768,14.869604797397153,128,1.8573509380706377,2235.0896851007537,475.48184014608324,8005.8132755693805,8329.572320682928,1579.4279631725628,11718.870217013176,4938.344960992254,5125.754458131269,1494.4667064614755,6504.051495781168,12.029287508145595,11.55055542385169,2.9056028424399303,28.039351260691298,12.029269876588575,10.600777342915535,49.60218717860192,10.85082704667002,16.73650513868779,,
56,failed-20359,1,1,832,24576,11264,0.75,torch_native,13312,True,False,False,0.5,91,0.65,1.8,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-56.txt
57,failed-20467,1,1,64,32768,6144,0.85,flashinfer,9216,False,True,True,0.7,31,0.35,1.4,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-57.txt
58,failed-20575,1,1,256,10240,11264,0.85,flashinfer,14336,True,True,True,0.2,1,0.35,1.3,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-58.txt
59,failed-20683,1,1,448,16384,8192,0.7,torch_native,16384,False,False,True,0.6,31,0.6,1.1,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-59.txt
60,failed-20791,1,1,640,10240,4096,0.75,torch_native,10240,False,True,False,0.8,61,0.85,1.7,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-60.txt
61,failed-20899,1,1,768,22528,5120,0.85,torch_native,14336,False,False,False,0.5,11,0.6,1.3,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-61.txt
62,failed-21007,1,1,960,28672,9216,0.8,flashinfer,9216,True,True,True,0.8,61,0.5,1.6,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-62.txt
63,failed-21115,1,1,384,8192,12288,0.75,torch_native,10240,True,True,True,0.1,21,0.8,1.9,2.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-63.txt
64,failed-21223,1,1,64,12288,10240,0.75,torch_native,14336,True,False,False,0.4,61,0.25,1.1,1.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-64.txt
65,failed-21331,1,1,576,24576,12288,0.75,torch_native,13312,True,True,False,0.4,51,0.55,1.3,0.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-65.txt
66,failed-21439,1,1,320,8192,16384,0.7,torch_native,10240,False,True,True,0.5,11,0.2,1.0,1.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-66.txt
67,failed-21547,1,1,960,22528,10240,0.75,flashinfer,15360,True,True,False,0.2,71,0.2,1.1,0.8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-67.txt
68,failed-21655,1,1,256,18432,9216,0.85,flashinfer,12288,False,True,False,0.9,1,0.25,1.7,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-68.txt
69,failed-21763,1,1,832,20480,5120,0.85,torch_native,15360,True,False,False,0.5,11,0.2,1.6,0.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-69.txt
70,failed-21871,1,1,384,14336,9216,0.85,torch_native,12288,False,True,False,1.0,81,0.5,1.6,0.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-70.txt
71,failed-21979,1,1,768,8192,5120,0.85,flashinfer,11264,False,True,True,0.3,51,0.65,1.1,1.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-71.txt
72,failed-22087,1,1,896,10240,8192,0.75,flashinfer,15360,False,True,False,0.7,71,0.9,1.9,1.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-72.txt
73,failed-22195,1,1,768,24576,8192,0.9,torch_native,14336,True,True,True,0.7,51,0.1,1.4,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-73.txt
74,failed-22303,1,1,320,32768,4096,0.75,torch_native,14336,True,False,True,0.6,51,0.75,1.4,0.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-74.txt
75,failed-22411,1,1,512,24576,11264,0.8,flashinfer,15360,False,False,True,0.1,81,0.9,1.3,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-75.txt
76,failed-22519,1,1,256,32768,9216,0.7,flashinfer,12288,True,False,False,0.7,81,0.3,1.8,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-76.txt
77,failed-22627,1,1,1024,24576,6144,0.9,torch_native,13312,True,False,False,0.8,71,0.65,1.0,2.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-77.txt
78,failed-22735,1,1,768,14336,15360,0.95,torch_native,13312,False,True,False,0.7,61,0.25,1.8,1.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-78.txt
79,failed-22843,1,1,256,22528,10240,0.9,torch_native,13312,False,False,True,0.5,81,0.4,1.3,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-79.txt
80,failed-22951,1,1,128,30720,3072,0.8,flashinfer,11264,True,True,False,0.8,91,0.7,1.0,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-80.txt
81,failed-23059,1,1,128,14336,7168,0.75,torch_native,9216,False,False,False,0.7,11,0.85,1.3,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-81.txt
82,failed-23167,1,1,832,24576,11264,0.75,torch_native,13312,True,False,False,0.5,91,0.65,1.8,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-82.txt
83,failed-23275,1,1,64,32768,6144,0.85,flashinfer,9216,False,True,True,0.7,31,0.35,1.4,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-83.txt
84,failed-23383,1,1,256,10240,11264,0.85,flashinfer,14336,True,True,True,0.2,1,0.35,1.3,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-84.txt
85,failed-23491,1,1,448,16384,8192,0.7,torch_native,16384,False,False,True,0.6,31,0.6,1.1,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-85.txt
86,failed-23599,1,1,640,10240,4096,0.75,torch_native,10240,False,True,False,0.8,61,0.85,1.7,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-86.txt
87,failed-23707,1,1,768,22528,5120,0.85,torch_native,14336,False,False,False,0.5,11,0.6,1.3,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-87.txt
88,failed-23815,1,1,960,28672,9216,0.8,flashinfer,9216,True,True,True,0.8,61,0.5,1.6,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-88.txt
89,failed-23923,1,1,384,8192,12288,0.75,torch_native,10240,True,True,True,0.1,21,0.8,1.9,2.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-89.txt
90,failed-24031,1,1,64,12288,10240,0.75,torch_native,14336,True,False,False,0.4,61,0.25,1.1,1.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-90.txt
91,failed-24139,1,1,576,24576,12288,0.75,torch_native,13312,True,True,False,0.4,51,0.55,1.3,0.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-91.txt
92,failed-24247,1,1,320,8192,16384,0.7,torch_native,10240,False,True,True,0.5,11,0.2,1.0,1.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-92.txt
93,failed-24355,1,1,960,22528,10240,0.75,flashinfer,15360,True,True,False,0.2,71,0.2,1.1,0.8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-93.txt
94,failed-24463,1,1,256,18432,9216,0.85,flashinfer,12288,False,True,False,0.9,1,0.25,1.7,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-94.txt
95,failed-24571,1,1,832,20480,5120,0.85,torch_native,15360,True,False,False,0.5,11,0.2,1.6,0.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-95.txt
96,failed-24679,1,1,384,14336,9216,0.85,torch_native,12288,False,True,False,1.0,81,0.5,1.6,0.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-96.txt
97,failed-24787,1,1,768,8192,5120,0.85,flashinfer,11264,False,True,True,0.3,51,0.65,1.1,1.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-97.txt
98,failed-24895,1,1,896,10240,8192,0.75,flashinfer,15360,False,True,False,0.7,71,0.9,1.9,1.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-98.txt
99,failed-25003,1,1,768,24576,8192,0.9,torch_native,14336,True,True,True,0.7,51,0.1,1.4,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-99.txt
100,failed-25111,1,1,320,32768,4096,0.75,torch_native,14336,True,False,True,0.6,51,0.75,1.4,0.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-100.txt
101,failed-25219,1,1,512,24576,11264,0.8,flashinfer,15360,False,False,True,0.1,81,0.9,1.3,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-101.txt
102,failed-25327,1,1,256,32768,9216,0.7,flashinfer,12288,True,False,False,0.7,81,0.3,1.8,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-102.txt
103,failed-25435,1,1,1024,24576,6144,0.9,torch_native,13312,True,False,False,0.8,71,0.65,1.0,2.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-103.txt
104,failed-25543,1,1,768,14336,15360,0.95,torch_native,13312,False,True,False,0.7,61,0.25,1.8,1.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-104.txt
105,failed-25651,1,1,256,22528,10240,0.9,torch_native,13312,False,False,True,0.5,81,0.4,1.3,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-105.txt
106,failed-25759,1,1,128,30720,3072,0.8,flashinfer,11264,True,True,False,0.8,91,0.7,1.0,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-106.txt
107,failed-25867,1,1,128,14336,7168,0.75,torch_native,9216,False,False,False,0.7,11,0.85,1.3,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-107.txt
108,failed-25975,1,1,704,12288,12288,0.8,flashinfer,10240,True,False,True,1.0,21,0.3,1.8,1.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-108.txt
109,failed-26083,1,1,512,10240,14336,0.75,torch_native,11264,True,False,False,0.4,51,1.0,1.5,1.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-109.txt
110,failed-26191,1,1,128,30720,9216,0.9,flashinfer,15360,False,False,False,0.1,71,0.9,1.9,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-110.txt
111,failed-26299,1,1,576,14336,10240,0.85,flashinfer,14336,True,False,True,0.6,91,0.2,1.9,0.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-111.txt
112,failed-26407,1,1,576,28672,14336,0.75,torch_native,11264,True,True,False,0.6,31,0.2,1.3,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-112.txt
113,failed-26515,1,1,576,26624,13312,0.8,flashinfer,14336,True,True,False,0.4,31,0.65,1.9,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-113.txt
114,failed-26623,1,1,640,28672,14336,0.8,torch_native,13312,True,True,True,0.8,21,0.65,1.1,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-114.txt
115,failed-26731,1,1,384,12288,16384,0.9,torch_native,14336,False,False,False,0.6,61,0.5,1.7,1.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-115.txt
116,failed-26839,1,1,832,20480,12288,0.75,torch_native,10240,False,True,False,0.4,81,0.55,1.0,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-116.txt
117,failed-26947,1,1,384,16384,15360,0.9,flashinfer,15360,False,True,False,0.2,91,0.15,2.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-117.txt
118,failed-27055,1,1,384,14336,10240,0.8,flashinfer,15360,True,False,True,0.7,71,0.4,1.9,1.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-118.txt
119,failed-27163,1,1,512,30720,4096,0.9,flashinfer,11264,False,True,True,0.3,41,0.65,1.3,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-119.txt
120,failed-27271,1,1,192,18432,3072,0.8,flashinfer,12288,True,False,True,0.8,51,0.3,2.0,0.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-120.txt
121,failed-27379,1,1,384,10240,14336,0.9,torch_native,11264,True,False,True,0.5,31,0.65,1.1,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-121.txt
122,failed-27487,1,1,896,18432,11264,0.9,flashinfer,12288,False,True,True,0.0,51,0.85,1.1,1.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-122.txt
123,failed-27595,1,1,256,26624,3072,0.75,flashinfer,15360,True,True,True,0.9,11,0.8,2.0,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-123.txt
124,failed-27703,1,1,768,28672,13312,0.8,flashinfer,11264,False,True,True,0.5,21,0.75,1.6,1.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-124.txt
125,failed-27811,1,1,832,10240,11264,0.9,torch_native,12288,True,False,False,0.8,100,0.55,1.4,0.8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-125.txt
126,failed-27919,1,1,1024,14336,13312,0.95,torch_native,13312,False,False,False,0.6,21,1.0,1.1,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-126.txt
127,failed-28027,1,1,768,12288,13312,0.8,torch_native,9216,False,False,True,0.5,41,0.25,1.0,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-127.txt
128,failed-28135,1,1,768,16384,13312,0.7,flashinfer,9216,True,False,True,0.5,41,0.3,1.9,1.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-128.txt
129,failed-28243,1,1,704,16384,13312,0.7,flashinfer,12288,False,False,True,0.8,31,0.8,1.7,0.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-129.txt
130,failed-28351,1,1,576,26624,4096,0.75,flashinfer,10240,True,True,True,0.3,91,0.9,1.6,1.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-130.txt
131,failed-28459,1,1,1024,14336,8192,0.9,torch_native,10240,False,True,False,0.8,71,0.4,2.0,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-131.txt
132,failed-28567,1,1,768,10240,15360,0.75,flashinfer,11264,True,True,False,0.6,100,0.95,2.0,1.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-132.txt
133,failed-28675,1,1,704,14336,5120,0.75,torch_native,13312,False,True,False,0.3,21,0.1,1.0,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-133.txt
134,failed-28783,1,1,128,22528,3072,0.8,torch_native,10240,True,True,False,0.5,81,0.85,1.3,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-134.txt
135,failed-28891,1,1,256,18432,15360,0.95,torch_native,12288,True,True,True,0.4,31,0.45,1.5,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-135.txt
136,failed-28999,1,1,448,28672,5120,0.95,torch_native,15360,False,False,True,0.1,51,0.65,1.0,1.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-136.txt
137,failed-29107,1,1,960,16384,3072,0.8,flashinfer,15360,False,False,True,0.0,31,0.9,1.8,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-137.txt
138,failed-29215,1,1,832,24576,2048,0.9,flashinfer,14336,False,False,False,1.0,41,0.5,1.8,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-138.txt
139,failed-29323,1,1,512,16384,5120,0.75,flashinfer,14336,True,True,True,0.5,91,0.2,1.6,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-139.txt
140,failed-29431,1,1,832,14336,2048,0.7,flashinfer,13312,True,False,False,0.9,61,0.95,1.6,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-140.txt
141,failed-29539,1,1,704,12288,9216,0.8,flashinfer,9216,True,True,True,0.8,41,0.45,1.3,1.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-141.txt
142,failed-29647,1,1,128,16384,12288,0.75,flashinfer,14336,True,True,True,0.1,41,0.25,1.0,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-142.txt
143,failed-29755,1,1,640,16384,12288,0.9,flashinfer,15360,False,True,False,0.8,31,0.65,1.7,0.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-143.txt
144,failed-29863,1,1,768,18432,13312,0.85,flashinfer,12288,True,True,False,0.3,41,0.55,1.8,1.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-144.txt
145,failed-29971,1,1,768,22528,11264,0.7,torch_native,15360,True,True,False,0.9,21,0.85,1.6,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-145.txt
146,failed-30079,1,1,640,16384,3072,0.85,flashinfer,9216,True,True,False,0.8,21,0.95,2.0,0.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-146.txt
147,failed-30187,1,1,256,28672,7168,0.85,flashinfer,10240,False,False,True,0.4,1,0.8,1.1,1.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-147.txt
148,failed-30295,1,1,192,30720,9216,0.9,flashinfer,12288,True,False,False,0.1,21,0.3,1.6,0.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-148.txt
149,failed-30403,1,1,896,32768,10240,0.9,torch_native,16384,False,False,False,0.9,91,0.95,1.3,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-149.txt
150,failed-30511,1,1,512,8192,12288,0.9,torch_native,13312,True,False,False,0.2,81,0.5,1.3,0.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-150.txt
151,failed-30619,1,1,448,16384,15360,0.95,flashinfer,13312,False,True,False,0.9,11,0.75,1.6,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-151.txt
152,failed-30727,1,1,1024,12288,10240,0.85,torch_native,12288,True,False,False,0.5,61,0.6,2.0,0.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-152.txt
153,failed-30835,1,1,832,20480,12288,0.85,torch_native,13312,False,True,False,0.2,21,0.15,1.9,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-153.txt
154,failed-30943,1,1,320,30720,14336,0.9,torch_native,9216,False,False,True,0.9,1,0.9,1.3,1.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-154.txt
155,failed-31051,1,1,192,22528,4096,0.85,torch_native,13312,False,True,True,0.5,21,0.25,1.7,1.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-155.txt
156,failed-31159,1,1,576,14336,8192,0.9,flashinfer,11264,False,False,False,0.1,41,0.95,1.3,1.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-156.txt
157,failed-31267,1,1,576,8192,13312,0.85,torch_native,9216,False,False,False,0.2,71,0.3,1.3,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-157.txt
158,failed-31375,1,1,448,28672,9216,0.75,flashinfer,9216,True,True,False,0.3,11,0.95,1.0,0.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-158.txt
159,failed-31483,1,1,384,10240,6144,0.75,flashinfer,10240,False,True,True,0.3,11,0.15,1.6,1.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-159.txt
160,failed-31591,1,1,256,14336,6144,0.8,torch_native,15360,False,True,False,0.1,51,0.55,1.5,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-160.txt
161,failed-31699,1,1,704,28672,10240,0.95,flashinfer,10240,True,True,True,0.5,91,0.2,1.3,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-161.txt
162,failed-31807,1,1,384,10240,6144,0.8,flashinfer,10240,False,True,True,0.5,21,0.85,1.5,1.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-162.txt
163,failed-31915,1,1,640,14336,11264,0.9,torch_native,16384,True,False,True,0.7,11,0.4,1.8,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-163.txt
164,failed-32023,1,1,128,14336,5120,0.95,torch_native,11264,False,False,False,0.5,51,1.0,1.9,0.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-164.txt
165,failed-32131,1,1,256,30720,9216,0.85,flashinfer,10240,True,False,True,0.6,71,0.35,1.5,0.6,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-165.txt
166,failed-32239,1,1,384,18432,4096,0.9,torch_native,14336,True,False,False,0.0,41,0.15,1.2,1.1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-166.txt
167,failed-32347,1,1,768,16384,3072,0.8,flashinfer,9216,False,False,False,1.0,61,0.2,1.5,0.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-167.txt
168,failed-32455,1,1,832,12288,7168,0.85,torch_native,13312,False,True,False,0.3,61,0.7,1.2,0.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-168.txt
169,failed-32563,1,1,512,8192,14336,0.85,torch_native,14336,True,False,False,0.2,31,0.25,1.3,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-169.txt
170,failed-32671,1,1,320,12288,9216,0.7,flashinfer,10240,True,False,True,0.1,1,0.35,1.1,0.4,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-170.txt
171,failed-32779,1,1,704,22528,15360,0.95,torch_native,15360,True,True,True,0.7,31,0.2,2.0,1.8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-171.txt
172,failed-32887,1,1,512,10240,9216,0.75,flashinfer,10240,True,True,True,0.9,21,0.4,1.5,1.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-172.txt
173,failed-32995,1,1,64,30720,14336,0.8,torch_native,9216,False,False,False,0.2,31,0.6,1.1,1.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-173.txt
174,failed-33103,1,1,192,30720,3072,0.85,torch_native,11264,True,False,False,0.5,71,0.7,1.2,1.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-174.txt
175,failed-33211,1,1,704,30720,5120,0.95,flashinfer,11264,True,False,True,0.3,21,0.7,1.6,1.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-175.txt
176,failed-33319,1,1,256,16384,7168,0.7,torch_native,15360,True,True,True,0.4,91,0.55,1.1,0.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-176.txt
177,failed-33427,1,1,704,10240,10240,0.8,flashinfer,15360,True,False,False,0.4,61,0.2,1.9,0.9,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-177.txt
178,failed-33535,1,1,576,16384,14336,0.9,torch_native,14336,False,True,True,0.7,31,0.1,1.0,0.3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-178.txt
179,failed-33643,1,1,704,28672,10240,0.9,flashinfer,15360,True,False,True,1.0,51,0.75,1.5,1.2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-179.txt
180,failed-33751,1,1,128,10240,2048,0.85,torch_native,9216,True,False,False,0.6,71,0.45,2.0,1.7,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-180.txt
181,failed-33859,1,1,128,12288,10240,0.95,flashinfer,16384,True,True,False,0.1,61,0.85,1.6,1.5,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-181.txt
182,failed-33967,1,1,448,12288,14336,0.75,flashinfer,11264,False,False,True,0.2,1,0.75,1.3,1.8,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-182.txt
183,failed-34075,1,1,832,10240,14336,0.9,flashinfer,15360,True,True,True,0.8,71,0.7,1.1,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,log_file/log-183.txt
