ID,cfg-agent_config_id,cfg-cycle_budget,cfg-enabled_components,cfg-allow_fs_access,cfg-full_message_count,cfg-shell_command_control,cfg-task_max_duration_s,cfg-information_availability,cfg-num_runs,cfg-ai-model_name,cfg-ai-big_brain,cfg-ai-use_functions_api,cfg-ai-send_token_limit,cfg-ai-cognitive_strategy,cfg-ai-temperature,cfg-ai-max_tokens,cfg-ai-prompt_style,cost-num_tasks,cost-total_duration,cost-total_cycles,cost-total_tokens,cost-avg_tokens_per_task,cost-tokens_per_request_avg,cost-tokens_per_request_std,cost-token_usage_prompt_tokens,cost-token_usage_completion_tokens,cost-token_usage_total_tokens,cost-estimated_cost_usd,cost-cost_total_cost_usd,cost-cost_prompt_cost_usd,cost-cost_completion_cost_usd,obj-success_rate+,obj-num_success+,obj-instruction_adherence_score+,obj-correctness_score+,obj-throughput_tasks_per_sec+,obj-throughput_tokens_per_sec+,obj-cycle_efficiency+,obj-instruction_adherence_response_present+,obj-instruction_adherence_no_error+,obj-instruction_adherence_send_limit_respected+,obj-instruction_adherence_finish_reason_ok+,obj-error_rate-,obj-timeout_rate-,obj-step_timeout_rate-,obj-wall_timeout_rate-,obj-num_failures-,obj-num_timeouts-,obj-num_step_timeouts-,obj-num_wall_timeouts-,obj-avg_task_duration-,obj-median_task_duration-,obj-p95_task_duration-,obj-p99_task_duration-,obj-latency_p50-,obj-latency_p90-,obj-latency_p95-,obj-latency_p99-,obj-avg_cycles_per_task-,obj-avg_steps_per_wall_timeout-,obj-retry_rate-,hw-file,log-file
68,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file+code+webs+cont_fs0_fmc2_dl_ufa0,3,FileManagerComponent+CodeExecutorComponent+WebSearchComponent+ContextComponent,False,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,13.462471723556519,3,3160,3160.0,3160.0,0.0,1878,1282,3160,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.07428056456008807,234.72658400987828,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,13.46006464958191,13.46006464958191,13.46006464958191,13.46006464958191,13.46006464958191,13.46006464958191,13.46006464958191,13.46006464958191,3.0,,,hw_file/hw-68.txt,log_file/log-68.txt
69,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc2_al_ufa0,3,FileManagerComponent,False,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,12.229880809783936,3,2354,2354.0,2354.0,0.0,1185,1169,2354,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.08176694569255306,192.47939016026993,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,12.227484703063965,12.227484703063965,12.227484703063965,12.227484703063965,12.227484703063965,12.227484703063965,12.227484703063965,12.227484703063965,3.0,,,hw_file/hw-69.txt,log_file/log-69.txt
70,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc2_al_ufa1,3,FileManagerComponent,False,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,36.72075963020325,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.02723255210596157,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,36.71830868721008,36.71830868721008,36.71830868721008,36.71830868721008,36.71830868721008,36.71830868721008,36.71830868721008,36.71830868721008,3.0,,,hw_file/hw-70.txt,log_file/log-70.txt
71,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc2_dl_ufa0,3,FileManagerComponent,False,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,11.25929570198059,3,2258,2258.0,2258.0,0.0,1185,1073,2258,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.08881550200552,200.5454035284642,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,11.257011413574219,11.257011413574219,11.257011413574219,11.257011413574219,11.257011413574219,11.257011413574219,11.257011413574219,11.257011413574219,3.0,,,hw_file/hw-71.txt,log_file/log-71.txt
72,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc2_dl_ufa1,3,FileManagerComponent,False,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,27.24606418609619,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.036702548785387694,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,27.243714332580566,27.243714332580566,27.243714332580566,27.243714332580566,27.243714332580566,27.243714332580566,27.243714332580566,27.243714332580566,3.0,,,hw_file/hw-72.txt,log_file/log-72.txt
73,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc4_al_ufa0,3,FileManagerComponent,False,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,8.238685607910156,3,3566,3566.0,3566.0,0.0,2804,762,3566,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.12137858483638173,432.8360335265372,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,8.23612093925476,8.23612093925476,8.23612093925476,8.23612093925476,8.23612093925476,8.23612093925476,8.23612093925476,8.23612093925476,3.0,,,hw_file/hw-73.txt,log_file/log-73.txt
74,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc4_al_ufa1,3,FileManagerComponent,False,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,39.29620671272278,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.025447748870789454,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,39.29381489753723,39.29381489753723,39.29381489753723,39.29381489753723,39.29381489753723,39.29381489753723,39.29381489753723,39.29381489753723,3.0,,,hw_file/hw-74.txt,log_file/log-74.txt
75,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc4_dl_ufa0,3,FileManagerComponent,False,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,12.373525619506836,3,2367,2367.0,2367.0,0.0,1185,1182,2367,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.0808177095801622,191.29551857624392,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,12.371186017990112,12.371186017990112,12.371186017990112,12.371186017990112,12.371186017990112,12.371186017990112,12.371186017990112,12.371186017990112,3.0,,,hw_file/hw-75.txt,log_file/log-75.txt
76,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc4_dl_ufa1,3,FileManagerComponent,False,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,38.680614948272705,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.02585274306877728,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,38.67799997329712,38.67799997329712,38.67799997329712,38.67799997329712,38.67799997329712,38.67799997329712,38.67799997329712,38.67799997329712,3.0,,,hw_file/hw-76.txt,log_file/log-76.txt
77,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc8_al_ufa0,3,FileManagerComponent,False,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,20.121851444244385,3,5760,5760.0,5760.0,0.0,3810,1950,5760,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.04969721612203026,286.2559648628943,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,20.11943769454956,20.11943769454956,20.11943769454956,20.11943769454956,20.11943769454956,20.11943769454956,20.11943769454956,20.11943769454956,3.0,,,hw_file/hw-77.txt,log_file/log-77.txt
78,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc8_al_ufa1,3,FileManagerComponent,False,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,32.555659770965576,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.030716625220780797,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,32.55336093902588,32.55336093902588,32.55336093902588,32.55336093902588,32.55336093902588,32.55336093902588,32.55336093902588,32.55336093902588,3.0,,,hw_file/hw-78.txt,log_file/log-78.txt
79,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc8_dl_ufa0,3,FileManagerComponent,False,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,11.214501857757568,3,2276,2276.0,2276.0,0.0,1209,1067,2276,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.08917025586011702,202.95150233762632,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,11.212178945541382,11.212178945541382,11.212178945541382,11.212178945541382,11.212178945541382,11.212178945541382,11.212178945541382,11.212178945541382,3.0,,,hw_file/hw-79.txt,log_file/log-79.txt
80,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs0_fmc8_dl_ufa1,3,FileManagerComponent,False,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,38.55045223236084,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.02594003292030278,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,38.54806637763977,38.54806637763977,38.54806637763977,38.54806637763977,38.54806637763977,38.54806637763977,38.54806637763977,38.54806637763977,3.0,,,hw_file/hw-80.txt,log_file/log-80.txt
81,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc2_al_ufa0,3,FileManagerComponent,True,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,11.535153150558472,3,4225,4225.0,4225.0,0.0,3131,1094,4225,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.08669152346291867,366.27168663083137,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,11.532873153686523,11.532873153686523,11.532873153686523,11.532873153686523,11.532873153686523,11.532873153686523,11.532873153686523,11.532873153686523,3.0,,,hw_file/hw-81.txt,log_file/log-81.txt
82,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc2_al_ufa1,3,FileManagerComponent,True,2,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,34.43403887748718,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.029041031275996946,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,34.43165969848633,34.43165969848633,34.43165969848633,34.43165969848633,34.43165969848633,34.43165969848633,34.43165969848633,34.43165969848633,3.0,,,hw_file/hw-82.txt,log_file/log-82.txt
83,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc2_dl_ufa0,3,FileManagerComponent,True,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,9.26732611656189,3,2310,2310.0,2310.0,0.0,1434,876,2310,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.10790599007980013,249.26283708433832,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,9.265223979949951,9.265223979949951,9.265223979949951,9.265223979949951,9.265223979949951,9.265223979949951,9.265223979949951,9.265223979949951,3.0,,,hw_file/hw-83.txt,log_file/log-83.txt
84,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc2_dl_ufa1,3,FileManagerComponent,True,2,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,32.75557827949524,3,6813,6813.0,6813.0,0.0,4780,2033,6813,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.030529151140830046,207.9951067224751,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,32.75317716598511,32.75317716598511,32.75317716598511,32.75317716598511,32.75317716598511,32.75317716598511,32.75317716598511,32.75317716598511,3.0,,,hw_file/hw-84.txt,log_file/log-84.txt
85,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc4_al_ufa0,3,FileManagerComponent,True,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,15.899386882781982,3,2970,2970.0,2970.0,0.0,1434,1536,2970,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.06289550706404509,186.7996559802139,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,15.898218393325806,15.898218393325806,15.898218393325806,15.898218393325806,15.898218393325806,15.898218393325806,15.898218393325806,15.898218393325806,3.0,,,hw_file/hw-85.txt,log_file/log-85.txt
86,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc4_al_ufa1,3,FileManagerComponent,True,4,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,40.63074469566345,3,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,1.0,1,1.0,0.0,0.02461190429784888,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,40.62830710411072,40.62830710411072,40.62830710411072,40.62830710411072,40.62830710411072,40.62830710411072,40.62830710411072,40.62830710411072,3.0,,,hw_file/hw-86.txt,log_file/log-86.txt
87,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc4_dl_ufa0,3,FileManagerComponent,True,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,23.510749340057373,3,6312,6312.0,6312.0,0.0,4016,2296,6312,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.04253373576214393,268.4729401306525,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,23.508466005325317,23.508466005325317,23.508466005325317,23.508466005325317,23.508466005325317,23.508466005325317,23.508466005325317,23.508466005325317,3.0,,,hw_file/hw-87.txt,log_file/log-87.txt
88,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc4_dl_ufa1,3,FileManagerComponent,True,4,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,35.243430852890015,3,5198,5198.0,5198.0,0.0,3947,1251,5198,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.028374082085654794,147.48847868123363,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,35.241122007369995,35.241122007369995,35.241122007369995,35.241122007369995,35.241122007369995,35.241122007369995,35.241122007369995,35.241122007369995,3.0,,,hw_file/hw-88.txt,log_file/log-88.txt
89,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc8_al_ufa0,3,FileManagerComponent,True,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,9.373190641403198,3,2317,2317.0,2317.0,0.0,1434,883,2317,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.10668725712062298,247.19437474848343,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,9.370914936065674,9.370914936065674,9.370914936065674,9.370914936065674,9.370914936065674,9.370914936065674,9.370914936065674,9.370914936065674,3.0,,,hw_file/hw-89.txt,log_file/log-89.txt
90,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc8_al_ufa1,3,FileManagerComponent,True,8,allowlist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,28.539930820465088,3,10911,10911.0,10911.0,0.0,8123,2788,10911,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.03503862732851936,382.30646278147475,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,28.5373694896698,28.5373694896698,28.5373694896698,28.5373694896698,28.5373694896698,28.5373694896698,28.5373694896698,28.5373694896698,3.0,,,hw_file/hw-90.txt,log_file/log-90.txt
91,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc8_dl_ufa0,3,FileManagerComponent,True,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,False,,one_shot,0.7,512,concise,1,5.096172094345093,3,1888,1888.0,1888.0,0.0,1434,454,1888,0.0,0.0,0.0,0.0,1.0,1,1.0,0.5,0.19622571245379217,370.47414511275963,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,5.093612432479858,5.093612432479858,5.093612432479858,5.093612432479858,5.093612432479858,5.093612432479858,5.093612432479858,5.093612432479858,3.0,,,hw_file/hw-91.txt,log_file/log-91.txt
92,qwen2.5-7b-instruct_bb1_c3_stlinf_one__t0.7_m512_conc_file_fs1_fmc8_dl_ufa1,3,FileManagerComponent,True,8,denylist,180.0,mixed,1,qwen2.5-7b-instruct,True,True,,one_shot,0.7,512,concise,1,36.23148012161255,3,1289,1289.0,1289.0,0.0,790,499,1289,0.0,0.0,0.0,0.0,1.0,1,1.0,,0.02760030770599093,35.576796633022305,0.3333333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,36.22920632362366,36.22920632362366,36.22920632362366,36.22920632362366,36.22920632362366,36.22920632362366,36.22920632362366,36.22920632362366,3.0,,,hw_file/hw-92.txt,log_file/log-92.txt
